id,title,base,gregorian_year,gregorian_month,gregorian_day,gregorian_day_title,jalali_year,jalali_month,jalali_day,jalali_day_title,hijri_year,hijri_month,hijri_day,hijri_day_title,is_holiday,date_string,object_name
1,جشن نوروز/جشن سال نو,0,2016,3,20,Sunday,1395,1,1,یکشنبه,1437,6,10,الأحد,True,۱ فروردین,event
271,روز جهانی شادی,1,2016,3,20,Sunday,1395,1,1,یکشنبه,1437,6,10,الأحد,False,March 20,event
2,عیدنوروز,0,2016,3,21,Monday,1395,1,2,دوشنبه,1437,6,11,الاثنین,True,۲ فروردین,event
3,عیدنوروز,0,2016,3,22,Tuesday,1395,1,3,سه شنبه,1437,6,12,الثلاثاء,True,۳ فروردین,event
4,عیدنوروز,0,2016,3,23,Wednesday,1395,1,4,چهارشنبه,1437,6,13,الأربعاء,True,۴ فروردین,event
945,روز جهانی هواشناسی,1,2016,3,23,Wednesday,1395,1,4,چهارشنبه,1437,6,13,الأربعاء,False,March 23,event
5,روز امید، روز شادباش نویسی,0,2016,3,25,Friday,1395,1,6,جمعه,1437,6,15,الجمعة,False,۶ فروردین,event
205,زادروز آشو زرتشت، اَبَراِنسان بزرگ تاریخ,0,2016,3,25,Friday,1395,1,6,جمعه,1437,6,15,الجمعة,False,۶ فروردین,event
242,روز جهانی تئاتر,1,2016,3,27,Sunday,1395,1,8,یکشنبه,1437,6,17,الأحد,False,March 27,event
6,جشن آبانگاه,0,2016,3,29,Tuesday,1395,1,10,سه شنبه,1437,6,19,الثلاثاء,False,۱۰ فروردین,event
158,ولادت حضرت فاطمه زهرا سلام الله علیها و روز مادر,2,2016,3,30,Wednesday,1395,1,11,چهارشنبه,1437,6,20,الأربعاء,False,۲۰ جمادی الثانیه,event
7,روز جمهوری اسلامی,0,2016,3,31,Thursday,1395,1,12,پنج شنبه,1437,6,21,الخمیس,True,۱۲ فروردین,event
8,جشن سیزده به در,0,2016,4,1,Friday,1395,1,13,جمعه,1437,6,22,الجمعة,True,۱۳ فروردین,event
9,سروش روز،جشن سروشگان,0,2016,4,5,Tuesday,1395,1,17,سه شنبه,1437,6,26,الثلاثاء,False,۱۷ فروردین,event
10,روز جهانی بهداشت,1,2016,4,7,Thursday,1395,1,19,پنج شنبه,1437,6,28,الخمیس,False,April 7,event
11,فروردین روز،جشن فروردینگان,0,2016,4,7,Thursday,1395,1,19,پنج شنبه,1437,6,28,الخمیس,False,۱۹ فروردین,event
159,ولادت  امام محمد باقر علیه السلام,2,2016,4,9,Saturday,1395,1,21,شنبه,1437,7,1,السبت,False,۱ رجب,event
160,شهادت امام علی النقی الهادی علیه السلام,2,2016,4,11,Monday,1395,1,23,دوشنبه,1437,7,3,الاثنین,False,۳ رجب,event
272,روز دندانپزشک,0,2016,4,11,Monday,1395,1,23,دوشنبه,1437,7,3,الاثنین,False,۲۳ فروردین,event
12,روز بزرگداشت عطار نیشابوری,0,2016,4,13,Wednesday,1395,1,25,چهارشنبه,1437,7,5,الأربعاء,False,۲۵ فروردین,event
13,روز ارتش جمهوری اسلامی ایران,0,2016,4,17,Sunday,1395,1,29,یکشنبه,1437,7,9,الأحد,False,۲۹ فروردین,event
161,ولادت امام محمد تقی علیه السلام,2,2016,4,18,Monday,1395,1,30,دوشنبه,1437,7,10,الاثنین,False,۱۰ رجب,event
273,روز علوم آزمایشگاهی، زاد روز حکیم سید اسماعیل جرجانی,0,2016,4,18,Monday,1395,1,30,دوشنبه,1437,7,10,الاثنین,False,۳۰ فروردین,event
14,روز بزرگداشت سعدی,0,2016,4,20,Wednesday,1395,2,1,چهارشنبه,1437,7,12,الأربعاء,False,۱ اردیبهشت,event
162,ولادت امام علی علیه السلام و روز پدر,2,2016,4,21,Thursday,1395,2,2,پنج شنبه,1437,7,13,الخمیس,True,۱۳ رجب,event
15,جشن گیاه آوری؛ روز زمین,1,2016,4,22,Friday,1395,2,3,جمعه,1437,7,14,الجمعة,False,April 22,event
16,روزبزرگداشت شیخ بهایی؛ روزملی کارآفرینی؛ روز معماری,0,2016,4,22,Friday,1395,2,3,جمعه,1437,7,14,الجمعة,False,۳ اردیبهشت,event
163,وفات حضرت زینب سلام الله علیها,2,2016,4,23,Saturday,1395,2,4,شنبه,1437,7,15,السبت,False,۱۵ رجب,event
946,روز جهانی طراحی و گرافیک,1,2016,4,27,Wednesday,1395,2,8,چهارشنبه,1437,7,19,الأربعاء,False,April 27,event
243,روز ملی روانشناس و مشاور,0,2016,4,28,Thursday,1395,2,9,پنج شنبه,1437,7,20,الخمیس,False,۹ اردیبهشت,event
19,جشن چهلم نوروز؛ روز ملی خلیج فارس,0,2016,4,29,Friday,1395,2,10,جمعه,1437,7,21,الجمعة,False,۱۰ اردیبهشت,event
20,روز معلم,0,2016,5,1,Sunday,1395,2,12,یکشنبه,1437,7,23,الأحد,False,۱۲ اردیبهشت,event
21,روزجهانی  کارگر,1,2016,5,1,Sunday,1395,2,12,یکشنبه,1437,7,23,الأحد,False,May 1,event
164,شهادت امام موسی کاظم علیه السلام,2,2016,5,3,Tuesday,1395,2,14,سه شنبه,1437,7,25,الثلاثاء,False,۲۵ رجب,event
22,جشن میانه بهار/جشن بهاربد؛ روز شیراز,0,2016,5,4,Wednesday,1395,2,15,چهارشنبه,1437,7,26,الأربعاء,False,۱۵ اردیبهشت,event
165,مبعث رسول اکرم (ص),2,2016,5,5,Thursday,1395,2,16,پنج شنبه,1437,7,27,الخمیس,True,۲۷ رجب,event
244,روز جهانی ماما,1,2016,5,5,Thursday,1395,2,16,پنج شنبه,1437,7,27,الخمیس,False,May 5,event
25,روز جهانی صلیب سرخ و هلال احمر,1,2016,5,8,Sunday,1395,2,19,یکشنبه,1437,8,1,الأحد,False,May 8,event
166,ولادت سالار شهیدان، امام حسین علیه السلام و روز پاسدار,2,2016,5,10,Tuesday,1395,2,21,سه شنبه,1437,8,3,الثلاثاء,False,۳ شعبان,event
167,ولادت ابوالفضل العباس علیه السلام و روز جانباز,2,2016,5,11,Wednesday,1395,2,22,چهارشنبه,1437,8,4,الأربعاء,False,۴ شعبان,event
947,زادروز مریم میرزاخانی ریاضیدان ایرانی، روز جهانی زن در ریاضیات,0,2016,5,11,Wednesday,1395,2,22,چهارشنبه,1437,8,4,الأربعاء,False,۲۲ اردیبهشت,event
168,ولادت امام زین العابدین علیه السلام,2,2016,5,12,Thursday,1395,2,23,پنج شنبه,1437,8,5,الخمیس,False,۵ شعبان,event
27,روز بزرگداشت فردوسی,0,2016,5,14,Saturday,1395,2,25,شنبه,1437,8,7,السبت,False,۲۵ اردیبهشت,event
28,روز ارتباطات و روابط عمومی,0,2016,5,16,Monday,1395,2,27,دوشنبه,1437,8,9,الاثنین,False,۲۷ اردیبهشت,event
29,روز بزرگداشت حکیم عمر خیام,0,2016,5,17,Tuesday,1395,2,28,سه شنبه,1437,8,10,الثلاثاء,False,۲۸ اردیبهشت,event
30,روز جهانی موزه و میراث فرهنگی,1,2016,5,18,Wednesday,1395,2,29,چهارشنبه,1437,8,11,الأربعاء,False,May 18,event
169,ولادت علی اکبر علیه السلام و روز جوان,2,2016,5,18,Wednesday,1395,2,29,چهارشنبه,1437,8,11,الأربعاء,False,۱۱ شعبان,event
31,روز بهره وری و بهینه سازی مصرف,0,2016,5,21,Saturday,1395,3,1,شنبه,1437,8,14,السبت,False,۱ خرداد,event
213,روز بزرگداشت ملاصدرا,0,2016,5,21,Saturday,1395,3,1,شنبه,1437,8,14,السبت,False,۱ خرداد,event
170,ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان,2,2016,5,22,Sunday,1395,3,2,یکشنبه,1437,8,15,الأحد,True,۱۵ شعبان,event
32,فتح خرمشهر در عملیات بیت المقدس و روز مقاومت، ایثار و پیروزی,0,2016,5,23,Monday,1395,3,3,دوشنبه,1437,8,16,الاثنین,False,۳ خرداد,event
210,روز دزفول، روز مقاومت و پایداری,0,2016,5,24,Tuesday,1395,3,4,سه شنبه,1437,8,17,الثلاثاء,False,۴ خرداد,event
33,خرداد روز،جشن خردادگان,0,2016,5,26,Thursday,1395,3,6,پنج شنبه,1437,8,19,الخمیس,False,۶ خرداد,event
943,روز جهانی بدون دخانیات,1,2016,5,31,Tuesday,1395,3,11,سه شنبه,1437,8,24,الثلاثاء,False,May 31,event
34,رحلت حضرت امام خمینی,0,2016,6,3,Friday,1395,3,14,جمعه,1437,8,27,الجمعة,True,۱۴ خرداد,event
35,قیام 15 خرداد,0,2016,6,4,Saturday,1395,3,15,شنبه,1437,8,28,السبت,True,۱۵ خرداد,event
36,روز جهانی محیط زیست,1,2016,6,5,Sunday,1395,3,16,یکشنبه,1437,8,29,الأحد,False,June 5,event
37,روز جهانی صنایع دستی,1,2016,6,10,Friday,1395,3,21,جمعه,1437,9,4,الجمعة,False,June 10,event
256,روز جهانی مبارزه با کار کودکان,1,2016,6,12,Sunday,1395,3,23,یکشنبه,1437,9,6,الأحد,False,June 12,event
38,روز ملی گل وگیاه,0,2016,6,14,Tuesday,1395,3,25,سه شنبه,1437,9,8,الثلاثاء,False,۲۵ خرداد,event
211,روز جهانی اهدای خون,1,2016,6,14,Tuesday,1395,3,25,سه شنبه,1437,9,8,الثلاثاء,False,June 14,event
40,روز جهانی بیابان زدایی,1,2016,6,17,Friday,1395,3,28,جمعه,1437,9,11,الجمعة,False,June 17,event
956,روز جهانی پدر,1,2016,6,18,Saturday,1395,3,29,شنبه,1437,9,12,السبت,False,June 18,event
955,سالروز زلزله رودبار و منجیل [1369خورشیدی],0,2016,6,20,Monday,1395,3,31,دوشنبه,1437,9,14,الاثنین,False,۳۱ خرداد,event
43,جشن آب پاشونک، جشن آغاز تابستان,0,2016,6,21,Tuesday,1395,4,1,سه شنبه,1437,9,15,الثلاثاء,False,۱ تیر,event
172,ولادت امام حسن مجتبی علیه السلام,2,2016,6,21,Tuesday,1395,4,1,سه شنبه,1437,9,15,الثلاثاء,False,۱۵ رمضان,event
173,شب قدر,2,2016,6,24,Friday,1395,4,4,جمعه,1437,9,18,الجمعة,False,۱۸ رمضان,event
174,ضربت خوردن حضرت علی علیه السلام,2,2016,6,25,Saturday,1395,4,5,شنبه,1437,9,19,السبت,False,۱۹ رمضان,event
45,روز جهانی مبارزه با مواد مخدر,1,2016,6,26,Sunday,1395,4,6,یکشنبه,1437,9,20,الأحد,False,June 26,event
46,انفجار دفتر حزب جمهوری اسلامی و شهادت دکتر بهشتی و 72 نفر از اعضای حزب؛ روز قوه قضاییه,0,2016,6,27,Monday,1395,4,7,دوشنبه,1437,9,21,الاثنین,False,۷ تیر,event
175,شهادت حضرت علی علیه السلام,2,2016,6,27,Monday,1395,4,7,دوشنبه,1437,9,21,الاثنین,True,۲۱ رمضان,event
47,روز مبارزه با سلاح های شیمیایی و میکروبی,0,2016,6,28,Tuesday,1395,4,8,سه شنبه,1437,9,22,الثلاثاء,False,۸ تیر,event
176,شب قدر,2,2016,6,28,Tuesday,1395,4,8,سه شنبه,1437,9,22,الثلاثاء,False,۲۲ رمضان,event
48,روز صنعت و معدن,0,2016,6,30,Thursday,1395,4,10,پنج شنبه,1437,9,24,الخمیس,False,۱۰ تیر,event
931,شلیک به پرواز 655 ایران ایر توسط ناو وینسنس [ 1367 خورشیدی ],0,2016,7,2,Saturday,1395,4,12,شنبه,1437,9,26,السبت,False,۱۲ تیر,event
49,جشن تیرگان، بزرگداشت کمان کشیدن جان فدای ایران، آرش کمانگیر بر فراز البرز,0,2016,7,3,Sunday,1395,4,13,یکشنبه,1437,9,27,الأحد,False,۱۳ تیر,event
50,روز قلم,0,2016,7,4,Monday,1395,4,14,دوشنبه,1437,9,28,الاثنین,False,۱۴ تیر,event
51,جشن خام خواری,0,2016,7,5,Tuesday,1395,4,15,سه شنبه,1437,9,29,الثلاثاء,False,۱۵ تیر,event
177,عید سعید فطر,2,2016,7,6,Wednesday,1395,4,16,چهارشنبه,1437,10,1,الأربعاء,True,۱ شوال,event
191,تعطیل به مناسبت عید سعید فطر,2,2016,7,7,Thursday,1395,4,17,پنج شنبه,1437,10,2,الخمیس,True,۲ شوال,event
944,زادروز محمد خوارزمی، ریاضیدان و فیلسوف ایرانی و روز ملی فناوری اطلاعات,0,2016,7,12,Tuesday,1395,4,22,سه شنبه,1437,10,7,الثلاثاء,False,۲۲ تیر,event
53,روز بهزیستی و تامین اجتماعی,0,2016,7,15,Friday,1395,4,25,جمعه,1437,10,10,الجمعة,False,۲۵ تیر,event
54,اعلام پذیرش قطعنامه 598 شورای امنیت از سوی ایران [ 1367 خورشیدی ],0,2016,7,17,Sunday,1395,4,27,یکشنبه,1437,10,12,الأحد,False,۲۷ تیر,event
56,اَمرداد روز،جشن  اَمردادگان,0,2016,7,28,Thursday,1395,5,7,پنج شنبه,1437,10,23,الخمیس,False,۷ اَمرداد,event
57,روز بزرگداشت شیخ شهاب الدین سهروردی,0,2016,7,29,Friday,1395,5,8,جمعه,1437,10,24,الجمعة,False,۸ اَمرداد,event
178,شهادت امام جعفر صادق علیه السلام,2,2016,7,30,Saturday,1395,5,9,شنبه,1437,10,25,السبت,True,۲۵ شوال,event
59,جشن چله تابستان,0,2016,7,31,Sunday,1395,5,10,یکشنبه,1437,10,26,الأحد,False,۱۰ اَمرداد,event
267,آغاز هفته جهانی شیردهی,1,2016,8,1,Monday,1395,5,11,دوشنبه,1437,10,27,الاثنین,False,August 1,event
60,صدور فرمان مشروطیت,0,2016,8,4,Thursday,1395,5,14,پنج شنبه,1437,11,1,الخمیس,False,۱۴ اَمرداد,event
179,ولادت حضرت معصومه سلام الله علیها و روز دختران,2,2016,8,4,Thursday,1395,5,14,پنج شنبه,1437,11,1,الخمیس,False,۱ ذوالقعده,event
61,روز خبرنگار,0,2016,8,7,Sunday,1395,5,17,یکشنبه,1437,11,4,الأحد,False,۱۷ اَمرداد,event
245,روز جهانی چپ دست ها,1,2016,8,13,Saturday,1395,5,23,شنبه,1437,11,10,السبت,False,August 13,event
180,ولادت امام  رضا علیه السلام,2,2016,8,14,Sunday,1395,5,24,یکشنبه,1437,11,11,الأحد,False,۱۱ ذوالقعده,event
192,سالروز وقایع 28 مرداد پس از برکناری محمد مصدق‌السلطنه,0,2016,8,18,Thursday,1395,5,28,پنج شنبه,1437,11,15,الخمیس,False,۲۸ اَمرداد,event
193,سالروز فاجعه آتش زدن سینما رکس آبادان,0,2016,8,18,Thursday,1395,5,28,پنج شنبه,1437,11,15,الخمیس,False,۲۸ اَمرداد,event
266,روز جهانی عکاسی,1,2016,8,19,Friday,1395,5,29,جمعه,1437,11,16,الجمعة,False,August 19,event
64,روز بزرگداشت ابوعلی سینا و روز پزشک,0,2016,8,22,Monday,1395,6,1,دوشنبه,1437,11,19,الاثنین,False,۱ شهریور,event
65,آغاز هفته دولت,0,2016,8,23,Tuesday,1395,6,2,سه شنبه,1437,11,20,الثلاثاء,False,۲ شهریور,event
66,زادروز کوروش بزرگ,0,2016,8,25,Thursday,1395,6,4,پنج شنبه,1437,11,22,الخمیس,False,۴ شهریور,event
67,شهریور روز،جشن شهریورگان,0,2016,8,25,Thursday,1395,6,4,پنج شنبه,1437,11,22,الخمیس,False,۴ شهریور,event
69,روز بزرگداشت محمدبن زکریای رازی و روز داروساز,0,2016,8,26,Friday,1395,6,5,جمعه,1437,11,23,الجمعة,False,۵ شهریور,event
70,انفجار در دفتر نخست‌وزیری جمهوری اسلامی ایران، روز مبارزه با تروریسم,0,2016,8,29,Monday,1395,6,8,دوشنبه,1437,11,26,الاثنین,False,۸ شهریور,event
72,روزصنعت چاپ,0,2016,9,1,Thursday,1395,6,11,پنج شنبه,1437,11,29,الخمیس,False,۱۱ شهریور,event
181,شهادت امام محمد تقی علیه السلام,2,2016,9,2,Friday,1395,6,12,جمعه,1437,11,30,الجمعة,False,۳۰ ذوالقعده,event
957,سالروز شهادت رئیسعلی دلواری، سردار بزرگ میهن و فرمانده قیام جنوب علیه اشغالگران انگلیسی,0,2016,9,2,Friday,1395,6,12,جمعه,1437,11,30,الجمعة,False,۱۲ شهریور,event
73,روز بزرگداشت ابوریحان بیرونی,0,2016,9,3,Saturday,1395,6,13,شنبه,1437,12,1,السبت,False,۱۳ شهریور,event
183,شهادت امام محمد باقر علیه السلام,2,2016,9,9,Friday,1395,6,19,جمعه,1437,12,7,الجمعة,False,۷ ذوالحجه,event
246,روز جهانی پیشگیری از خودکشی,1,2016,9,10,Saturday,1395,6,20,شنبه,1437,12,8,السبت,False,September 10,event
77,روز سینما,0,2016,9,11,Sunday,1395,6,21,یکشنبه,1437,12,9,الأحد,False,۲۱ شهریور,event
184,روز عرفه,2,2016,9,11,Sunday,1395,6,21,یکشنبه,1437,12,9,الأحد,False,۹ ذوالحجه,event
219,حمله به برج‌های دوقلوی مرکز تجارت جهانی,1,2016,9,11,Sunday,1395,6,21,یکشنبه,1437,12,9,الأحد,False,September 11,event
185,عید سعید قربان,2,2016,9,12,Monday,1395,6,22,دوشنبه,1437,12,10,الاثنین,True,۱۰ ذوالحجه,event
220,روز گرامیداشت برنامه نویسان,1,2016,9,13,Tuesday,1395,6,23,سه شنبه,1437,12,11,الثلاثاء,False,September 13,event
78,روز شعر و ادب پارسی و  روز بزرگداشت استاد شهریار,0,2016,9,17,Saturday,1395,6,27,شنبه,1437,12,15,السبت,False,۲۷ شهریور,event
186,ولادت امام علی النقی الهادی علیه السلام,2,2016,9,17,Saturday,1395,6,27,شنبه,1437,12,15,السبت,False,۱۵ ذوالحجه,event
187,عید سعید غدیر خم,2,2016,9,20,Tuesday,1395,6,30,سه شنبه,1437,12,18,الثلاثاء,True,۱۸ ذوالحجه,event
80,آغاز هفته دفاع مقدس,0,2016,9,21,Wednesday,1395,6,31,چهارشنبه,1437,12,19,الأربعاء,False,۳۱ شهریور,event
218,روز جهانی صلح,1,2016,9,21,Wednesday,1395,6,31,چهارشنبه,1437,12,19,الأربعاء,False,September 21,event
250,ولادت امام موسی کاظم علیه السلام,2,2016,9,22,Thursday,1395,7,1,پنج شنبه,1437,12,20,الخمیس,False,۲۰ ذوالحجه,event
353,آغاز حمله مغول به ایران در پاییز 598 خورشیدی,0,2016,9,22,Thursday,1395,7,1,پنج شنبه,1437,12,20,الخمیس,False,۱ مهر,event
81,روز جهانی جهانگردی,1,2016,9,27,Tuesday,1395,7,6,سه شنبه,1437,12,25,الثلاثاء,False,September 27,event
82,روز آتش نشانی و ایمنی,0,2016,9,28,Wednesday,1395,7,7,چهارشنبه,1437,12,26,الأربعاء,False,۷ مهر,event
247,سقوط هواپیمای حامل جمعی از فرماندهان جنگ (کلاهدوز، نامجو، فلاحی، فکوری، جهان آرا) در سال 1360,0,2016,9,28,Wednesday,1395,7,7,چهارشنبه,1437,12,26,الأربعاء,False,۷ مهر,event
951,روز بزرگداشت شمس تبریزی,0,2016,9,28,Wednesday,1395,7,7,چهارشنبه,1437,12,26,الأربعاء,False,۷ مهر,event
83,روزبزرگداشت مولوی,0,2016,9,29,Thursday,1395,7,8,پنج شنبه,1437,12,27,الخمیس,False,۸ مهر,event
84,روز جهانی ناشنوایان,1,2016,9,30,Friday,1395,7,9,جمعه,1437,12,28,الجمعة,False,September 30,event
198,روز جهانی ترجمه و مترجم,1,2016,9,30,Friday,1395,7,9,جمعه,1437,12,28,الجمعة,False,September 30,event
87,مهر روز،جشن مهرگان,0,2016,10,1,Saturday,1395,7,10,شنبه,1437,12,29,السبت,False,۱۰ مهر,event
248,روز جهانی سالمندان,1,2016,10,1,Saturday,1395,7,10,شنبه,1437,12,29,السبت,False,October 1,event
949,آغاز هفته جهانی فضا,1,2016,10,4,Tuesday,1395,7,13,سه شنبه,1438,1,2,الثلاثاء,False,October 4,event
86,روز دامپزشکی,0,2016,10,5,Wednesday,1395,7,14,چهارشنبه,1438,1,3,الأربعاء,False,۱۴ مهر,event
221,روز جهانی معلم,1,2016,10,5,Wednesday,1395,7,14,چهارشنبه,1438,1,3,الأربعاء,False,October 5,event
88,روز ملی کودک,0,2016,10,7,Friday,1395,7,16,جمعه,1438,1,5,الجمعة,False,۱۶ مهر,event
199,روز جهانی پست,1,2016,10,9,Sunday,1395,7,18,یکشنبه,1438,1,7,الأحد,False,October 9,event
391,روز جهانی مبارزه با حکم اعدام,1,2016,10,10,Monday,1395,7,19,دوشنبه,1438,1,8,الاثنین,False,October 10,event
89,روز بزرگداشت حافظ,0,2016,10,11,Tuesday,1395,7,20,سه شنبه,1438,1,9,الثلاثاء,False,۲۰ مهر,event
140,تاسوعای حسینی,2,2016,10,11,Tuesday,1395,7,20,سه شنبه,1438,1,9,الثلاثاء,True,۹ محرم,event
261,روز جهانی دختر,1,2016,10,11,Tuesday,1395,7,20,سه شنبه,1438,1,9,الثلاثاء,False,October 11,event
90,روز پیروزی کاوه و فریدون بر ضحاک,0,2016,10,12,Wednesday,1395,7,21,چهارشنبه,1438,1,10,الأربعاء,False,۲۱ مهر,event
141,عاشورای حسینی,2,2016,10,12,Wednesday,1395,7,21,چهارشنبه,1438,1,10,الأربعاء,True,۱۰ محرم,event
91,روز جهانی استاندارد,1,2016,10,14,Friday,1395,7,23,جمعه,1438,1,12,الجمعة,False,October 14,event
142,شهادت  امام زین العابدین علیه السلام,2,2016,10,14,Friday,1395,7,23,جمعه,1438,1,12,الجمعة,False,۱۲ محرم,event
92,روز جهانی عصای سفید,1,2016,10,15,Saturday,1395,7,24,شنبه,1438,1,13,السبت,False,October 15,event
262,روز جهانی غذا,1,2016,10,16,Sunday,1395,7,25,یکشنبه,1438,1,14,الأحد,False,October 16,event
93,روز تربیت بدنی و ورزش,0,2016,10,17,Monday,1395,7,26,دوشنبه,1438,1,15,الاثنین,False,۲۶ مهر,event
194,روز جهانی ریشه کنی فقر,1,2016,10,17,Monday,1395,7,26,دوشنبه,1438,1,15,الاثنین,False,October 17,event
959,زادروز ستارخان ملقب به سردار ملی و از سرداران جنبش مشروطه ایران,0,2016,10,19,Wednesday,1395,7,28,چهارشنبه,1438,1,17,الأربعاء,False,۲۸ مهر,event
922,روز ملی کوهنورد,0,2016,10,20,Thursday,1395,7,29,پنج شنبه,1438,1,18,الخمیس,False,۲۹ مهر,event
95,روز آمار و برنامه ریزی,0,2016,10,22,Saturday,1395,8,1,شنبه,1438,1,20,السبت,False,۱ آبان,event
265,سالروز ورود کوروش بزرگ به بابل در سال 539 پیش از میلاد,0,2016,10,28,Friday,1395,8,7,جمعه,1438,1,26,الجمعة,False,۷ آبان,event
99,آبان روز، جشن آبانگان,0,2016,10,31,Monday,1395,8,10,دوشنبه,1438,1,29,الاثنین,False,۱۰ آبان,event
98,روز دانش آموز,0,2016,11,3,Thursday,1395,8,13,پنج شنبه,1438,2,3,الخمیس,False,۱۳ آبان,event
960,روز ملّی مازندران,0,2016,11,4,Friday,1395,8,14,جمعه,1438,2,4,الجمعة,False,۱۴ آبان,event
102,جشن میانه پاییز,0,2016,11,5,Saturday,1395,8,15,شنبه,1438,2,5,السبت,False,۱۵ آبان,event
103,روز ملی کیفیت,0,2016,11,8,Tuesday,1395,8,18,سه شنبه,1438,2,8,الثلاثاء,False,۱۸ آبان,event
104,روز کتاب و کتابخوانی,0,2016,11,14,Monday,1395,8,24,دوشنبه,1438,2,14,الاثنین,False,۲۴ آبان,event
269,روز جهانی دیابت,1,2016,11,14,Monday,1395,8,24,دوشنبه,1438,2,14,الاثنین,False,November 14,event
203,روز جهانی فلسفه,1,2016,11,16,Wednesday,1395,8,26,چهارشنبه,1438,2,16,الأربعاء,False,November 16,event
924,روز جهانی آقایان,1,2016,11,19,Saturday,1395,8,29,شنبه,1438,2,19,السبت,False,November 19,event
146,اربعین حسینی,2,2016,11,20,Sunday,1395,8,30,یکشنبه,1438,2,20,الأحد,True,۲۰ صفر,event
260,روز جهانی کودک,1,2016,11,20,Sunday,1395,8,30,یکشنبه,1438,2,20,الأحد,False,November 20,event
105,آذر جشن,0,2016,11,21,Monday,1395,9,1,دوشنبه,1438,2,21,الاثنین,False,۱ آذر,event
96,روز بسیج مستضعفان,0,2016,11,25,Friday,1395,9,5,جمعه,1438,2,25,الجمعة,False,۵ آذر,event
251,روز جهانی مبارزه با خشونت علیه زنان,1,2016,11,25,Friday,1395,9,5,جمعه,1438,2,25,الجمعة,False,November 25,event
97,سالروز عملیات مروارید و روز نیروی دریایی,0,2016,11,27,Sunday,1395,9,7,یکشنبه,1438,2,27,الأحد,False,۷ آذر,event
147,رحلت  رسول اکرم؛شهادت امام حسن مجتبی علیه السلام,2,2016,11,28,Monday,1395,9,8,دوشنبه,1438,2,28,الاثنین,True,۲۸ صفر,event
106,جشن آذرگان ،آذر روز,0,2016,11,29,Tuesday,1395,9,9,سه شنبه,1438,2,29,الثلاثاء,False,۹ آذر,event
148,شهادت امام رضا علیه السلام,2,2016,11,30,Wednesday,1395,9,10,چهارشنبه,1438,2,30,الأربعاء,True,۳۰ صفر,event
149,هجرت پیامبر اکرم از مکه به مدینه,2,2016,12,1,Thursday,1395,9,11,پنج شنبه,1438,3,1,الخمیس,False,۱ ربیع الاول,event
252,روز جهانی ایدز,1,2016,12,1,Thursday,1395,9,11,پنج شنبه,1438,3,1,الخمیس,False,December 1,event
110,روز بیمه,0,2016,12,3,Saturday,1395,9,13,شنبه,1438,3,3,السبت,False,۱۳ آذر,event
111,روز جهانی معلولان,1,2016,12,3,Saturday,1395,9,13,شنبه,1438,3,3,السبت,False,December 3,event
197,روز حسابدار,0,2016,12,5,Monday,1395,9,15,دوشنبه,1438,3,5,الاثنین,False,۱۵ آذر,event
112,روز دانشجو,0,2016,12,6,Tuesday,1395,9,16,سه شنبه,1438,3,6,الثلاثاء,False,۱۶ آذر,event
925,درگذشت الی دوکامن، فعال صلح، برندهٔ جایزه صلح نوبل سال ۱۹۰۲ به‌همراه چارلز آلبرت گوبات,1,2016,12,7,Wednesday,1395,9,17,چهارشنبه,1438,3,7,الأربعاء,False,December 7,event
150,شهادت امام حسن عسکری علیه السلام,2,2016,12,8,Thursday,1395,9,18,پنج شنبه,1438,3,8,الخمیس,True,۸ ربیع الاول,event
952,روز جهانی حقوق بشر,1,2016,12,10,Saturday,1395,9,20,شنبه,1438,3,10,السبت,False,December 10,event
921,روز جهانی کوهستان,1,2016,12,11,Sunday,1395,9,21,یکشنبه,1438,3,11,الأحد,False,December 11,event
963,سالروز نجات آذربایجان,0,2016,12,11,Sunday,1395,9,21,یکشنبه,1438,3,11,الأحد,False,۲۱ آذر,event
151,میلاد رسول اکرم به روایت اهل سنت,2,2016,12,12,Monday,1395,9,22,دوشنبه,1438,3,12,الاثنین,False,۱۲ ربیع الاول,event
113,روز پژوهش و فنآوری,0,2016,12,15,Thursday,1395,9,25,پنج شنبه,1438,3,15,الخمیس,False,۲۵ آذر,event
152,میلاد رسول اکرم و امام جعفر صادق علیه السلام,2,2016,12,17,Saturday,1395,9,27,شنبه,1438,3,17,السبت,True,۱۷ ربیع الاول,event
961,جشن شب یلدا,0,2016,12,20,Tuesday,1395,9,30,سه شنبه,1438,3,20,الثلاثاء,False,۳۰ آذر,event
116,روز میلاد خورشید؛ جشن خرم روز، نخستین جشن دیگان,0,2016,12,21,Wednesday,1395,10,1,چهارشنبه,1438,3,21,الأربعاء,False,۱ دی,event
117,زمین لرزه ی بم [1382 خورشیدی],0,2016,12,25,Sunday,1395,10,5,یکشنبه,1438,3,25,الأحد,False,۵ دی,event
201,جشن کریسمس,1,2016,12,25,Sunday,1395,10,5,یکشنبه,1438,3,25,الأحد,False,December 25,event
206,سالروز شهادت اَشو زرتشت، اَبَراِنسان بزرگ تاریخ,0,2016,12,25,Sunday,1395,10,5,یکشنبه,1438,3,25,الأحد,False,۵ دی,event
948,روز بزرگداشت دوستی,1,2016,12,25,Sunday,1395,10,5,یکشنبه,1438,3,25,الأحد,False,December 25,event
